PC1,PC2,blueWins
-373.64732768094234,-61.74948896412546,0.0
2151.128527844868,-1038.9013088019392,0.0
1095.1164191325079,-453.6118314570314,0.0
765.3973389848518,-840.445684701698,0.0
441.77498994137846,822.2791006057929,0.0
-407.545768845347,-1114.1838527573168,1.0
-1989.5764499760935,-2185.47515286843,1.0
1811.272902691677,-671.237959140227,0.0
1397.3926967927632,1767.6597761124845,0.0
1565.5701602755985,-1023.0192196498423,1.0
534.0290299108483,-1827.5956251951911,0.0
1070.8895372840989,1778.4877733705623,0.0
-2549.9569458501983,-204.99823066656833,1.0
2396.421137410813,200.96934126231625,0.0
358.2524753037914,-651.3538291301985,1.0
1907.394008465476,-608.2062164716397,0.0
-4424.294909746428,1434.018723652751,1.0
1707.5544070196663,-1029.2842641706543,0.0
-691.664081793026,-1357.7309564012232,1.0
2944.08717981441,1010.8647051830561,0.0
-2157.657881769415,1328.7646725487514,1.0
2763.239130744671,1344.0012975934785,0.0
946.0026711923438,-160.3124697769811,0.0
-758.014820906966,-645.473714597073,0.0
342.5339020264938,85.3060076646618,1.0
1843.7124856966022,-594.2644819161226,0.0
-692.9434993572573,11.674298877733827,1.0
-1906.1672895169645,-286.34695522267094,0.0
-582.0678162888862,208.1260322153991,0.0
2537.5495700430106,649.8410456753826,0.0
-2533.0781406391366,-385.06198153193515,1.0
-1632.7769979631073,-2544.8182565968964,1.0
-292.51466442851074,-1028.380109981013,0.0
150.17271791508057,-2004.7814481806388,0.0
-517.8164422945009,-288.406362775425,1.0
224.83806708650968,-2138.6218544929243,0.0
2010.4439674707935,1606.5147215468257,0.0
1492.2446338783523,320.06537439239986,0.0
-149.23225793946125,2480.375412687062,0.0
1550.0655772980776,-1018.2329468449593,0.0
2458.919850044731,903.4311831933487,0.0
-2733.3688439027565,2121.6753994637725,1.0
-1201.433604261749,-779.9117915965397,1.0
1226.9969696881528,-1667.876112189024,1.0
-183.28215403621832,-221.913116814689,0.0
5404.514315612057,-553.6834511041404,0.0
-4298.203280578306,215.4822959551697,1.0
-2295.1100222692053,556.5149440110699,1.0
1064.9139247034886,-3174.734808306588,1.0
1164.2844801834124,-122.19877105406972,0.0
1018.4228335554715,784.9634486970955,0.0
-339.7114809294801,-50.229873436407836,1.0
-1164.9574514323174,-1767.5034838698446,1.0
-1755.4944396117226,-118.71870958212958,1.0
-197.56404904329708,-955.6003335484146,0.0
2662.413027450489,1404.0549452437242,0.0
2091.0391632275728,56.60663985445404,0.0
-842.8021614278294,863.9920795116822,1.0
27.21185876566698,244.86061802888327,1.0
-3642.0803078363833,2080.6547725238024,0.0
1925.9606762805493,-2456.225619196299,0.0
-190.71030975757307,-287.9644261337194,0.0
-1425.9786840484903,570.8794274056736,1.0
-3463.6181063126746,-181.42763694485802,1.0
4170.152987160525,-140.2131804333292,0.0
4112.086194550047,1899.7787841674108,0.0
1752.7860088372495,-85.78690362889887,0.0
612.9166069108504,-670.4837471673989,0.0
87.82119640470563,-72.1345980112919,1.0
1294.7606139884097,-1409.049434758238,0.0
375.71364612674176,2057.7321658178575,0.0
-1023.8188480765614,-2060.5190833797037,1.0
-2862.9877626930966,-814.1601864300895,0.0
2010.5639197273013,-2139.266265880308,0.0
-844.8262031737627,5.634628912880814,1.0
-1420.9021095134053,-2200.8806082847705,1.0
1155.640922524154,-177.92112079825026,0.0
-1237.427783067826,-1329.2927616282086,1.0
-701.0176628557329,3273.435254518634,1.0
-1425.8497626735075,72.57268836607308,0.0
-2203.7196914159354,2359.5248404015447,0.0
1582.2994775685245,147.70270020094767,0.0
-103.37648787547052,-1364.263586435813,0.0
-528.4019642745188,1499.5992655112354,1.0
-693.1201409469312,1534.5043365595332,1.0
-3388.4032101823673,-225.83012567867468,1.0
792.2221885554738,-1632.4061293832585,0.0
1777.660812791309,283.70333010193656,1.0
-2405.9258566358426,1164.6473712437692,1.0
3389.794584353217,413.54404695587755,0.0
4033.757199359631,1525.1956830600805,0.0
98.98824924789666,-555.7993354149527,0.0
-2833.8166579333943,-1286.0030089162901,1.0
-2961.149633324516,1022.2895350330458,1.0
696.9663660009837,2085.4113277440733,0.0
1294.9549274507958,1359.839741829052,0.0
-1202.9449849823393,-1583.0540841398101,1.0
-1092.9891523516685,2124.3715078307655,1.0
-2748.6810263110856,2599.384898892112,1.0
1219.7972478507047,-594.0794279284961,0.0
1140.7411540352475,-79.94629149208355,0.0
1055.2253100918429,-1425.9069544224285,0.0
951.8307930012024,-1360.430603750471,0.0
-2500.7175305303153,-369.50548597676044,0.0
1220.1315025552594,1493.3537223798037,0.0
-1240.6596313077357,-504.0397990877923,0.0
4201.15828280979,2724.4034826075435,1.0
130.57910836083278,-735.6774573834018,0.0
-1127.0136771715133,464.46294243906317,1.0
-1147.3892570218652,-172.29107374222176,1.0
730.4978250789868,-806.2544610202856,1.0
2490.958656553822,1117.6431618689414,0.0
-974.8634492697819,-754.4794459898455,1.0
3555.223651702935,2121.5607966328967,0.0
-3236.382808093043,1089.8853317624623,1.0
792.0315664842815,1121.4126425000925,0.0
1580.0909416641584,1581.284516018227,1.0
-106.32474026670963,-753.9553832214808,1.0
2914.6429875518197,-463.1645315520585,0.0
-637.3355097729166,-507.37528534459796,0.0
564.5181800732737,1774.0090138417,0.0
3703.465367460847,478.4031651634834,0.0
54.6180043132236,1612.2040990268065,1.0
-1613.0288048566695,1903.7447345293656,1.0
4143.384845907469,202.90812924287408,0.0
-311.93263206664597,1321.0670868688765,1.0
2999.476630024801,1310.8791898957368,1.0
-1207.8706889265143,-1042.9989604665245,1.0
674.2823599618043,-89.90334637750358,0.0
-873.9070179192279,-827.7571217334796,1.0
-1667.1893691625971,-1280.3283380167843,1.0
-406.47266526879656,-642.2215925676978,1.0
242.9447258226299,-521.9446044249161,1.0
1523.1809651726303,-892.740529396281,1.0
1523.7677635351108,-771.7939355894131,0.0
407.29183898665264,-127.73521028337531,1.0
383.47830129928553,-333.77745057465773,1.0
-3540.914326713813,-50.908438669823695,1.0
-1385.3957400454522,-165.31983078736548,1.0
794.3013386371251,-3200.2748314450473,0.0
1923.9157018938333,-2344.0724892365024,0.0
4200.937546336383,121.657765569984,0.0
-971.5518828253565,1306.0843285144404,1.0
1733.4565706912706,-1184.9734817988267,0.0
-1091.6906128250707,-1629.3951921552514,1.0
-3265.918718771786,1159.2394781341109,1.0
1394.0991961783466,755.3280528366419,1.0
2520.492204474789,-156.03847173338764,0.0
-1450.3263938550717,2372.42930345228,1.0
-194.40574891877648,-2236.8207483866754,0.0
20.10318003566004,-2275.1462612059704,0.0
146.6097811945807,-714.2716346432104,0.0
25.69538966279057,-306.5345657850551,0.0
1143.4600853309735,1109.5050470081942,0.0
2444.984451034352,1518.3576156172583,0.0
-156.60615090985232,2166.860136678662,0.0
-4746.039375113485,2312.2690126050325,1.0
-3187.501008198417,965.5630742269865,1.0
4324.373489879414,-143.12676203269646,0.0
101.49287476505076,-58.030967756317786,1.0
-2363.1341934047655,-1323.8635088100639,1.0
-2205.5006485403837,489.5149024329546,1.0
-2385.370689444498,853.1549301363224,1.0
394.5086770710517,-764.481496182662,1.0
-904.0719786931273,-1924.4202391978358,0.0
15.362519464170077,-1593.6284647269413,1.0
2229.0900065530313,-454.181278731228,0.0
286.2203683546504,-28.750692055342213,0.0
747.0624395874102,-434.621414066287,0.0
-3839.7587151440393,362.46478225060537,1.0
1970.337665837082,-1825.6756333463798,0.0
-401.5634321453333,-1548.2560284977064,1.0
758.2838611840823,-236.96422808643175,0.0
26.50202054208878,-96.14782541605882,1.0
2971.637835145904,1932.6377584760926,0.0
-327.8257825123313,698.1610026499545,1.0
-2188.891645001034,597.8134537820747,1.0
3867.2550844732505,-953.4538453023861,0.0
-303.418752696458,-145.76336242499005,1.0
1379.0287301719175,988.6777664933734,1.0
937.9199469024843,1233.801302656963,0.0
1629.3426404492773,-1200.6155692215125,0.0
-2352.721224839418,-1553.3295218104754,1.0
-3835.635387568856,256.26788442521126,1.0
2127.965080890402,876.1090649317612,0.0
4029.1440556250673,-1904.445146597611,0.0
470.25675500205307,1108.1466941220485,0.0
-397.17289118379296,1453.10377474487,1.0
-2085.4380931650408,-1539.3974139873565,0.0
3397.602346676625,620.4860519161064,0.0
-210.1850976079164,1553.2530903354248,0.0
2908.0985592330585,-1346.9582776635023,0.0
-5174.295155311005,1078.5255283121576,1.0
2460.0622103084766,-1830.1007577083972,0.0
2023.141002819429,847.4910353233246,0.0
-989.9803610138773,-819.106739820737,1.0
1652.3579721719607,1981.5246679118034,0.0
-2091.5536287709133,1069.750600496755,1.0
974.2705337894629,-801.1026388917315,0.0
-1662.4892168338074,1455.01691554781,1.0
-125.27979663099237,-166.6928205258794,0.0
-1547.7025251996906,-504.2753228953,1.0
1510.0573464107022,-422.9792558457151,0.0
-1075.515106646337,698.3460963930589,0.0
4795.666239599619,2208.6455203744176,0.0
2135.4116317866024,-462.0588549969376,0.0
6200.273485330908,193.8648567252483,0.0
2022.6991382402366,421.70932682882176,1.0
436.9767214181621,-1146.5476719943117,1.0
-1248.5275965863154,-1680.5163734880925,0.0
-396.5174906977395,-1003.785875402339,0.0
-339.66310491950355,848.8511923275438,1.0
-2215.573134943517,-2022.6167173053966,1.0
1073.8644219835546,-315.77987998983616,0.0
-240.12956912527386,190.8414700722634,1.0
-5338.522878251253,-148.15966822241114,1.0
600.9475539665729,-554.6213921456259,0.0
-860.2066384719794,-1092.3473233830448,0.0
2677.142692732359,281.5228295716472,1.0
291.07023296626215,-2903.6335542702714,1.0
-3115.1109922282035,1770.2328112387518,1.0
2643.562392059335,-897.3019081374548,0.0
-2176.837886601241,-779.7236123775084,1.0
169.3772714623764,-740.3339868551275,0.0
-1604.3441981091353,872.0693926956085,0.0
605.6614133544739,-559.3376011095892,0.0
775.4316837743467,-1304.1023619868533,0.0
-3388.8547650121027,1073.0769843908145,1.0
-1399.8265937221945,675.8279389898833,1.0
-3066.731896914949,-1087.783946185001,1.0
543.8375687877785,1234.539372771736,0.0
-667.419351109353,-37.173454212051496,0.0
-401.8115822975819,-1822.9727001585775,0.0
-1174.8901089449607,-1042.9114648571865,0.0
3184.8098556493014,-1425.0890098118718,0.0
2025.8714106576465,-3.733369137504893,0.0
-47.50086760902102,-371.91106424972895,1.0
-2059.4601275832088,-518.635359778072,1.0
973.2259478656905,-46.46224263010357,0.0
1174.932815539229,1060.4305654287389,0.0
2622.0610019943924,61.606892278873595,0.0
-2579.597650467828,-1679.523454262871,1.0
-2683.5451544306534,1263.3538324583694,1.0
3379.1075392342473,-913.4890604601161,0.0
-634.8749389025171,1688.761802916975,1.0
-2106.0839274855903,-750.3000938927969,1.0
335.659789831254,523.1503311030569,0.0
-5647.561766163383,2382.571015082051,1.0
-1043.5143375932967,-693.1101327733485,1.0
2079.3272821538226,1538.5666457602906,0.0
-1001.6237228013473,380.4593647334338,1.0
1658.7926804854396,337.2890692612968,0.0
1275.2150146020717,505.8588051719104,1.0
-2007.7887729033712,956.6962666068806,1.0
-1272.8311998943348,-1188.6277744021031,1.0
-3951.2885104594825,1799.3661086739992,1.0
-3778.6950528223792,-805.6395040602195,1.0
2656.930543357088,-1233.4930298424983,1.0
-2828.8193858364675,-69.18559879874523,1.0
1001.7023400269514,-124.42527330482451,0.0
236.79133940591322,179.99859049206668,0.0
-1160.5762957312793,-681.7832820097575,1.0
-592.9759209810784,2191.360770733332,1.0
4284.731432127955,1256.2188827382342,0.0
-3982.241904010236,1762.8045191841818,1.0
-3167.328055326655,160.44568543632698,1.0
3434.9382228613504,-217.14803194785824,0.0
-1691.3512945602233,-1528.4272864890406,0.0
3348.9462084977636,507.82291079217134,0.0
3705.385343335508,-357.2412687458477,0.0
632.1952960152047,671.4326633543235,1.0
1564.3431032360597,-1814.1365528709905,0.0
1407.8263812022092,824.348012976149,1.0
527.6953966598521,170.40079109848662,0.0
-1542.9641227512293,-672.8789399277523,1.0
-2501.7645550715856,-832.8227260074826,1.0
3182.174348703608,-21.44657528960609,0.0
102.82666949110447,-89.29848176055722,1.0
2872.277430920369,236.27674799543328,0.0
1731.6483325641989,75.77105625216976,0.0
-3266.3869135419636,40.96340528791332,1.0
109.03542497351786,-1283.7065867094732,0.0
-1866.4741828726799,1859.128453391181,1.0
1996.112045628021,-140.29513973863456,0.0
-1350.2141525260085,-226.93048503880198,1.0
-2166.3418973564244,1107.2941373134304,1.0
3066.0475795285315,-163.81734034089212,0.0
-2236.463380923783,96.32173456904512,1.0
1330.5989708493128,-1617.461442930997,0.0
113.13366014270625,-118.33402566255464,0.0
4891.961658715156,-769.6203202935804,0.0
2209.7422297573926,1377.7637953213123,0.0
1503.434678560163,-1527.1740099475287,0.0
-331.79764594444174,-1094.9200855081742,1.0
310.6870097148354,-1698.5353561950649,0.0
355.36654087116636,-1727.7370112069236,0.0
-793.752550654254,636.5231667041628,0.0
460.2919135266422,-313.37571904547036,0.0
-327.11392397915694,-690.8666787622108,0.0
1690.5604608902645,-1381.7384088711956,0.0
-512.7102949726378,2006.415883823238,0.0
870.5167230421226,-252.54055484676388,0.0
-142.80577249513763,-1035.3943455576498,1.0
417.82379433000375,-1634.0565231239896,0.0
-2087.910888476371,-651.6534049295367,1.0
829.6425883832729,876.8586751115639,1.0
-557.967729629507,-465.99797183156977,0.0
3198.3965824722345,789.9366182421566,0.0
180.16428423172675,-1444.3718782736896,1.0
-2413.2959369623036,-543.4369228411913,0.0
-1876.8360857243124,-2587.189071530707,0.0
-2257.0549340583934,1580.0725230938026,1.0
-2037.0816832489013,-1133.7198726732845,1.0
-1658.8823025115562,-1461.444120876582,1.0
602.9263968419853,1150.8428501741193,0.0
4440.848100183241,1329.3536125914268,0.0
-2639.7097965586922,1624.5422977783096,1.0
684.3955626662581,2759.7543098956357,0.0
458.6934560035659,-183.23397775280168,1.0
1213.1596639548884,845.7526575361728,1.0
