LDA,blueWins
0.1916528656801561,0.0
-1.1136865435537673,0.0
-0.2614399499132246,0.0
-0.35261120211956426,0.0
-0.563448105866173,0.0
0.44441455583527895,1.0
1.259707034192236,1.0
-1.4159724816666348,0.0
-1.1100802898009396,0.0
-0.5030615489695677,1.0
-0.4793394929443905,0.0
-0.5730368598683255,0.0
1.766057171332246,1.0
-1.256365807446756,0.0
-0.19591053152183102,1.0
-0.8633589202254421,0.0
2.1792391963545423,1.0
-0.8994644854120505,0.0
0.12886301328890012,1.0
-1.5775568904501185,0.0
1.4703673538096858,1.0
-1.6904280919415213,0.0
-0.725023868796847,0.0
0.6226264480332661,0.0
-0.3884019831539138,1.0
-1.286670084067202,0.0
0.6701292860897655,1.0
0.6831214038438927,0.0
0.5425527240396331,0.0
-1.1822740616792193,0.0
1.6389693239939658,1.0
1.2561402170657938,1.0
-0.16810433760876037,0.0
-0.2298417595488355,0.0
0.046587178703646495,1.0
-0.593220409505348,0.0
-0.7123269720550051,0.0
-0.9614723809733389,0.0
-0.2653112238363357,0.0
-1.0207947864290536,0.0
-1.6911246779212354,0.0
1.1772322405293945,1.0
0.8269016366654014,1.0
-0.757784595732113,1.0
-0.08777986987037377,0.0
-2.627691066798294,0.0
2.262634292331559,1.0
1.2922777802185632,1.0
-0.39684745804401134,1.0
-0.6021271374000049,0.0
-0.8608030103794668,0.0
0.07156665509132722,1.0
1.0717014532661457,1.0
0.7451812208899555,1.0
0.3618791244394311,0.0
-1.7280532584988177,0.0
-0.5195096460926709,0.0
0.7730350986425274,1.0
0.3729820852388465,1.0
1.325441483578237,0.0
-1.2048076466142892,0.0
-0.12780273140963644,0.0
1.1197498655858487,1.0
2.1105113749894935,1.0
-1.8655018902922471,0.0
-1.9276449510295894,0.0
-0.9432761454338849,0.0
-0.14799937413803882,0.0
-0.32812134662742165,1.0
-0.7628966016367392,0.0
-0.12881103253611356,0.0
0.31638781344672195,1.0
1.2105971169909948,0.0
-0.9104312327261963,0.0
0.5933682451375252,1.0
1.0259666585291076,1.0
-0.8644048060724054,0.0
0.67890081331712,1.0
0.38974764512240334,1.0
0.32200527929209083,0.0
0.9024938231801941,0.0
-0.5305941030872818,0.0
-0.33547105519060955,0.0
0.4370535699683047,1.0
0.6995574372446761,1.0
2.080534173848541,1.0
-0.790458190820281,0.0
-0.602009527832299,1.0
1.260790977337607,1.0
-1.5693277450961591,0.0
-2.4598345269493604,0.0
-0.3646165189138202,0.0
1.2493368877436746,1.0
0.8391881360090174,1.0
-0.03346415409559737,0.0
-0.9714737993755096,0.0
0.34903948034214427,1.0
0.14811984025561872,1.0
1.646182181823558,1.0
-0.8775601444558063,0.0
-0.38134431963693405,0.0
-0.8521442755347058,0.0
-0.8877945919654663,0.0
1.022024335647347,0.0
-1.1239402802882645,0.0
0.6908724813656434,0.0
-2.4578456507830215,1.0
-0.4592633435140986,0.0
0.15074626398987506,1.0
0.9357984322055986,1.0
-0.060276645659005035,1.0
-0.9564955857271747,0.0
0.5655033690107042,1.0
-1.912843496327793,0.0
2.032828281684069,1.0
0.052054544755557444,0.0
-0.8628064309870882,1.0
0.21036621432146785,1.0
-1.6486523722343516,0.0
0.36970452193222786,0.0
-0.2588017575948028,0.0
-2.164560358957026,0.0
0.18287070057150806,1.0
0.7445776499118342,1.0
-2.4365343785384725,0.0
0.48554020625030175,1.0
-1.3159397342442534,1.0
0.8231922265559536,1.0
-0.4773260147247309,0.0
0.40134908285011045,1.0
0.6278129200805136,1.0
0.46208668290168,1.0
-0.2190099848041925,1.0
-0.5817643970573897,1.0
-1.0535223594877252,0.0
-0.11945476745156579,1.0
-0.006825453535237988,1.0
1.6162544802367549,1.0
0.5574572963107808,1.0
-0.2685933890744279,0.0
-0.992013280339598,0.0
-2.29625500250595,0.0
0.04174605070639295,1.0
-0.7384960578522454,0.0
0.19490862104120069,1.0
1.857265370891124,1.0
-1.2200878502384538,1.0
-0.8144649980963964,0.0
0.6872888138335219,1.0
0.12028674614454661,0.0
0.32831672457784256,0.0
-0.2377918004935258,0.0
0.16717583032867064,0.0
-0.9825055081991356,0.0
-1.6604574359197148,0.0
-0.18011570579924288,0.0
2.7280415903900654,1.0
1.3347851986170114,1.0
-2.2768234083223025,0.0
-0.3267060158505573,1.0
0.9864637269321385,1.0
1.3803874381203234,1.0
1.7720165296865296,1.0
0.004163173442408852,1.0
0.6301278857158238,0.0
-0.2796131495156074,1.0
-1.5765635425787567,0.0
-0.38243746008081203,0.0
-0.6002623122141213,0.0
2.252029300390773,1.0
-1.3290777521348294,0.0
0.20405003718983797,1.0
-0.6150283746971597,0.0
0.2300942775756238,1.0
-1.3837942656328968,0.0
-0.1939732930225327,1.0
1.0885205346243363,1.0
-1.9577953285868146,0.0
0.45610810085856,1.0
-0.9653282580695226,1.0
-0.5819752382274054,0.0
-1.0378658921781772,0.0
1.4557522961168048,1.0
1.7980392803297514,1.0
-0.9991310837057437,0.0
-2.2983471473193067,0.0
-0.641832572833183,0.0
0.6223506509923853,1.0
0.8604934535462956,0.0
-1.6633149183636902,0.0
0.4868982685261509,0.0
-1.7856892852436392,0.0
2.806246244626583,1.0
-1.4731343224212858,0.0
-0.8767736232728403,0.0
0.5196682453960805,1.0
-1.1051661088812532,0.0
1.4824287332296662,1.0
-0.8718074513417917,0.0
1.2125454918848872,1.0
-0.3077435713167648,0.0
0.7971269790107948,1.0
-0.4831304594834976,0.0
0.3294654336527579,0.0
-2.1608299985796173,0.0
-1.1666411578238527,0.0
-2.7238414748139332,0.0
-0.9913342385096007,1.0
0.06268130133006902,1.0
0.8299428622598716,0.0
-0.03199098797384468,0.0
-0.053223194460056356,1.0
1.4089093762013638,1.0
-0.9553759572783329,0.0
-0.29366170552999993,1.0
3.042921058271198,1.0
-0.43850684426458636,0.0
0.4162684819499231,0.0
-1.3823748955490198,1.0
-0.4505623152620937,1.0
1.7609686619926526,1.0
-1.4278399130604609,0.0
1.0926311002647544,1.0
0.3209693088577621,0.0
1.123401462447593,0.0
-0.33472421167200717,0.0
-0.6353723580427294,0.0
1.4532529243760097,1.0
0.8180933128809176,1.0
1.4407655266799722,1.0
0.19486927465137419,0.0
0.3514050012091997,0.0
-0.10440505534926724,0.0
0.7272881396546268,0.0
-1.89607573872833,0.0
-1.2402637779781494,0.0
0.309314302857747,1.0
1.1002617935676817,1.0
-0.19868982245813083,0.0
-0.27589866778706307,0.0
-1.4527285471058318,0.0
1.6064486563571556,1.0
1.9038953821427267,1.0
-2.0133050281734386,0.0
0.6728560625091241,1.0
1.3273961540406385,1.0
-0.23856935279059815,0.0
2.5832480725903584,1.0
0.869655629566144,1.0
-0.8375970235331386,0.0
0.37085354405842086,1.0
-1.0142261515441142,0.0
-0.47348602025281034,1.0
0.9735633538664669,1.0
0.3546425429837339,1.0
2.2081548345550996,1.0
2.0350600360262816,1.0
-1.6977455937495758,1.0
1.7180435590398637,1.0
-0.8376898764007347,0.0
-0.4030330690589927,0.0
0.7588701594101164,1.0
-0.1764024489690464,1.0
-2.2793779640087974,0.0
2.3394518857880877,1.0
1.172215013612066,1.0
-1.519784358401145,0.0
0.6478651510763673,0.0
-2.172981153825171,0.0
-2.170913953157001,0.0
-0.12449075595653897,1.0
-1.1473544893722214,0.0
-0.9748400515355475,1.0
-0.33096665071703973,0.0
1.0956718056909576,1.0
1.3658365646248338,1.0
-1.6306131600894815,0.0
0.2003286145300792,1.0
-1.6294514364249357,0.0
-1.3294395552977427,0.0
1.7093065403675571,1.0
0.30726721749630953,0.0
1.3311060080504002,1.0
-1.0332512659585529,0.0
1.0057935595864858,1.0
1.232813455709362,1.0
-1.7569472257404306,0.0
1.6524399896311375,1.0
-0.8214686921966071,0.0
0.1029492350873171,0.0
-2.1698157061673706,0.0
-1.6352853118298034,0.0
-0.9422505530324555,0.0
0.6156771929420454,1.0
0.07359714093088068,0.0
-0.1311534926495332,0.0
0.5789067505830858,0.0
