LDA,blueWins
0.17833147172452352,0.0
-1.179790541019266,0.0
-0.6206749510147377,0.0
-0.3992851469117652,0.0
-0.2418929587306949,0.0
0.2474416371881722,1.0
1.072177524548494,1.0
-1.0112136581508084,0.0
-0.7651901601453175,0.0
-0.840842019785667,1.0
-0.270525237060061,0.0
-0.5905869243839474,0.0
1.398335916612851,1.0
-1.310111118497616,0.0
-0.18083314414883925,1.0
-1.026330708585793,0.0
2.41075729524922,1.0
-0.9187547538839532,0.0
0.3781500603403431,1.0
-1.5794023541741633,0.0
1.160702106245044,1.0
-1.5148652839222836,0.0
-0.5135974599842684,0.0
0.44217086568992453,0.0
-0.2154021540625885,1.0
-1.0290789930801842,0.0
0.3743487917886464,1.0
1.0416691175656938,0.0
0.30353364098296665,0.0
-1.366350840707118,0.0
1.356793701340037,1.0
0.8959155820543775,1.0
0.15245006059832095,0.0
-0.08351172893202073,0.0
0.3066512238339915,1.0
-0.1149787338398793,0.0
-1.0685975455891406,0.0
-0.8055263077385424,0.0
0.061438779023975446,0.0
-0.8347630892664646,0.0
-1.3433446545232028,0.0
1.4732678988431498,1.0
0.6526428010792237,1.0
-0.6556783050793417,1.0
0.13036644168611183,0.0
-2.9346778308956996,0.0
2.333423877755938,1.0
1.2360485465904727,1.0
-0.5463161634212529,1.0
-0.6229251518727579,0.0
-0.5777442792349211,0.0
0.19409905170367614,1.0
0.6717689560328943,1.0
0.9833756966153766,1.0
0.156506393304719,0.0
-1.440796748214499,0.0
-1.1325410129702989,0.0
0.44203612825897165,1.0
-0.007093263009461566,1.0
1.9525537213746569,0.0
-1.022300336878982,0.0
0.09399247953197784,0.0
0.7956528791076907,1.0
1.892004073320032,1.0
-2.256265105129376,0.0
-2.2706071165712958,0.0
-0.9290046338679704,0.0
-0.330279345105728,0.0
-0.03818436637702352,1.0
-0.676589549743466,0.0
-0.23240117891727005,0.0
0.5717942524605123,1.0
1.5774210303449403,0.0
-1.0724894601336197,0.0
0.48537217543131767,1.0
0.7712925333941804,1.0
-0.5943722055288718,0.0
0.6623033238992919,1.0
0.33653339771714413,1.0
0.7711035229925295,0.0
1.2018452149368264,0.0
