F1,F2,F3,F4,blueWins
182.42749256276733,468.41422697745725,-915.5687859902578,-97.07881331637014,0.0
2255.620666841648,-2634.654493669845,40.73281443057108,299.05984454191406,0.0
1636.287971703128,-1204.1481490051142,-445.0966169153215,132.69049602960686,0.0
278.3882623872062,-1296.1072659872964,161.3964152103199,110.81954939075162,0.0
544.6307887193523,78.73871579765891,853.7784145156303,102.57870020806457,0.0
-1101.9057302167198,-392.3716944375283,-445.57087643710935,-81.23369601464375,1.0
-2071.295513694549,810.9537231274503,-3152.4900739466498,-439.84754871067,1.0
2294.9923858275956,-1952.0680036290905,-305.06482606956524,237.15268737041748,0.0
1732.880400882606,-334.50834280873113,2061.5124173846634,299.1999686784833,0.0
1253.0140158618215,-2225.0208077115262,314.505840345821,234.85985935489543,1.0
-40.739797517451436,-1760.8306522936464,-646.5232157715011,48.16347437865565,0.0
1502.752094174096,22.28150465428085,1787.9448343055262,241.0417101675866,0.0
-2863.4370782463784,2312.1626096615864,-1223.7037361439272,-420.2291619387855,1.0
2560.5314588443175,-2169.5959297910686,1267.2025257461983,396.47613817628957,0.0
-34.859910454685654,-807.0380493038676,39.420226575366065,50.142473609884654,1.0
1653.6215659575587,-2326.7606423050943,844.1615969795056,312.17592762164423,0.0
-4449.084624764811,5166.769036177597,-1097.1609082218426,-674.1160674316262,1.0
1403.272200900519,-2332.902072742773,341.5543143584104,255.9514307732173,0.0
-910.0036096601606,-99.86813399000475,-1430.9730198994957,-170.88063888474088,1.0
2690.6318292158953,-2499.7931788796486,3004.7926791740415,568.3124274884261,0.0
-1755.1114016537008,2962.5739144654644,-415.51681566004544,-324.4211063126047,1.0
3287.428133159562,-1946.5207830459099,2294.5450735663167,511.0509736804492,0.0
896.9994558756542,-1022.4771271734313,410.6219694983945,153.33270440095842,0.0
-1558.4933351574193,262.25418326263383,-167.79559653189685,-121.23136848963769,0.0
945.6345847977283,-54.81848242437849,-546.4303744021987,16.58628968025587,1.0
2354.9246114853718,-1983.4802000923214,-192.9770696282952,247.7696099915298,0.0
-609.027825167853,660.2811520558538,-409.7951920424135,-116.04121647028258,1.0
-2125.137411390677,1743.0136551170206,-1159.300073846155,-329.56252996477633,0.0
-226.17929863179938,710.8438593704067,-461.2043038154997,-100.51935185035201,0.0
2328.1866005710153,-2197.0712447669944,2265.3255462706484,468.58160680971935,0.0
-2191.553639230769,2418.720096574255,-2235.8981896585733,-471.2169514764946,1.0
-2169.927561657611,162.18670999894078,-2779.0736138075554,-375.68559778113496,1.0
-253.1451560824058,-273.64100949800337,-1175.392693778804,-99.04144833323538,0.0
-28.3335960787682,-1296.0528994513475,-1602.462794325146,-59.738621752105175,0.0
-1129.202485120991,234.8427321917083,128.0195048967481,-69.20266720271623,1.0
-253.91007697387886,-1414.5901088520875,-1458.4328766843455,-48.65239252363843,0.0
1664.8863673877167,-1197.023251356993,3052.659747343632,433.7438763344383,0.0
1432.6439778974097,-1334.0133252526043,1226.744396309054,272.4909604180968,0.0
476.5516185046455,1759.0930195368699,1400.5640039593484,45.290773221243754,0.0
1282.3413017365763,-2177.8322426468053,236.56256333284824,229.92912209526745,0.0
2734.132694045403,-1875.3309510560998,1910.4382670693542,443.9773202604606,0.0
-2254.285977983391,4015.2985478092282,-114.37312756938354,-388.3626147895964,1.0
-1278.0455371497794,754.4575938092036,-1321.3021020521712,-236.55007198865138,1.0
811.4055867958048,-2258.5853412300075,-376.4855741019426,153.98869159483954,1.0
-923.3974715141511,-109.25257524516098,537.4479354476545,-0.6131433698746436,0.0
5335.847430304257,-5701.18964842119,2605.299388666406,888.762473472593,0.0
-4272.1072231321605,4410.162012784578,-2267.7413434491114,-717.5626318394453,1.0
-1999.1605437162973,2654.360465827072,-1113.8690073310568,-377.46309172357354,1.0
18.85252027549228,-3063.699003250281,-1158.6370383643346,88.41906952047432,1.0
997.1335018881191,-1341.8691774220063,831.8592302549511,208.76918716799065,0.0
1625.964895283865,-389.93228141385276,547.3100021822398,170.56719439910913,0.0
-535.8790085436221,255.0027180192622,8.198238123428483,-45.4857963669326,1.0
-2234.488226135337,-62.11622901333989,-1079.007957734897,-221.65966449043583,1.0
-2442.9729647855484,1515.280520478862,-294.98184408979597,-261.21177799278865,1.0
-1413.9985314871017,-616.1003309272827,405.53543667547495,-11.229366670153901,0.0
2761.175310286164,-1918.9380676827282,2794.8131783824165,521.6195221595347,0.0
2118.6756700547016,-2142.231810689261,1326.9547925165543,365.6728628748951,0.0
-379.43069578846496,1392.661781866632,-164.1073115186864,-125.58258057422003,1.0
-124.6156954130478,64.3053862017015,429.9593921683673,23.379884686485173,1.0
-2812.7971060851332,4922.179590829526,-1010.5265120538744,-555.0406486992705,0.0
1123.3456490443803,-3440.264029805896,-312.4485462458807,252.27668088122533,0.0
-35.19851529359987,111.12019910691113,-612.4273834956804,-58.642389022084735,0.0
-1824.968048175495,1610.8805714038954,234.5611286171503,-188.67820111235932,1.0
-3749.4908552335123,3289.690636816962,-1806.1709575057755,-581.0159211573061,1.0
4048.5055318267114,-4356.548708871831,2487.269538655242,716.4460957984338,0.0
5164.923084158596,-2804.4943831922383,2889.187456949887,724.7535963152311,0.0
1273.1827123467172,-1962.109567281673,1534.9514327887782,325.2572918972875,0.0
549.6593143166447,-1070.824930763183,-115.03266248934582,85.17071352902667,0.0
-179.92385103217723,-146.97585252795827,234.4765785989273,21.08072537224913,1.0
594.8889657226953,-2290.8945518663027,298.6070311312782,198.87098905377252,0.0
1192.4544430411281,1023.2674404112065,1113.0237191740982,107.15053045426687,0.0
-1614.011167465882,-219.84827385112948,-1871.3825270716582,-240.34983393884661,1.0
-3479.797887563058,2284.5914564540462,-1695.0480464732666,-490.4398311324603,0.0
1311.169428773811,-3283.5439263780568,-137.30491990316756,270.25526956109167,0.0
-1423.990241189851,683.5535788952823,232.42232793214066,-106.80425843937765,1.0
-1689.7543466304787,213.70732672970607,-2650.1957533195027,-337.7671033126575,1.0
436.42517095138805,-1474.8811080019198,1396.6478262444734,235.52372889127997,0.0
-1191.5926818978412,556.0897368267987,-2063.900422602775,-279.5517116317009,1.0
622.3163119166815,2836.104659266152,1114.7707256902945,-42.635231644238544,1.0
-1346.7637989231166,1479.6583608548456,-828.9067229164438,-239.9618710495638,0.0
-2023.1978987880912,3479.474764176585,840.0162242408888,-262.03274035811006,0.0
1805.606684702593,-1549.2040839356846,900.8038901383521,272.815212321588,0.0
-171.79517624419333,-591.672577754681,-1349.546997014895,-85.4453900397591,0.0
199.88694564208495,1514.6402085953798,270.68110567747476,-58.156156181893486,1.0
115.87873114622677,1712.1023477327196,140.49633897950076,-87.51666562331957,1.0
-3766.601345620983,3215.0105405586232,-1756.278221339682,-570.0002834711732,1.0
