F1,F2,F3,blueWins
1305.6632906875077,-673.0421778397766,-98.89051129002084,1.0
-2179.7160817226854,1370.4118364412407,265.69577399482034,0.0
801.027936548306,-1388.1777941370012,-270.79155134173743,1.0
4071.0931506171837,-2559.0988660159437,-571.9467028991403,1.0
-895.6939795505647,2088.44144996227,267.7345029350769,1.0
-2562.343156055735,2627.783344774194,436.5897457229898,0.0
2965.616952561187,163.51292686183555,-228.23398095671777,1.0
-906.5394644461188,-1393.75549570634,-84.23193780572205,0.0
-1295.983632969994,-1320.393319882163,-12.655949140282127,0.0
-422.25816847100003,-121.74992414288863,5.241922400615861,0.0
-116.45364615845068,-132.2468496251616,-30.148690613385313,0.0
-572.1251175888575,1817.0158769419438,220.7338487896655,0.0
-1631.9059653328786,3460.9055152643114,451.8708064087461,0.0
1085.1501848931957,877.334462245713,53.73902042006231,0.0
6091.5109255381385,-3633.3892812222134,-838.3356564142088,1.0
4051.2322814220374,-2378.2902586476844,-575.008090354351,1.0
-4627.9740290303225,4327.05724361785,821.1237957844838,0.0
-291.1730822890738,-127.37688116448388,30.39271872551991,1.0
2217.682292120584,-2569.269779518333,-490.66633710821554,1.0
2648.786632181908,-1862.2135496495341,-409.6958213171031,1.0
2718.4445260960747,-2138.767629731556,-380.0419362819565,1.0
-954.653692473982,-192.28071292149443,76.02231040621469,1.0
-83.78042259728782,-2019.2137813109846,-195.28964449479224,0.0
-452.14894688202463,-450.470656713049,-80.18996657033962,1.0
-2362.3594924338745,2185.8395709681126,360.96124156481557,0.0
-297.5474291243129,308.763011597504,55.989773843358336,0.0
-954.9259415381089,595.600797479541,131.85598530994076,0.0
4055.1018644186283,-3765.382852964175,-654.6795460807804,1.0
-2758.625914278725,1236.1601199012337,292.0050530876582,0.0
-222.0905279427304,-1136.6620289178943,-138.73840241892174,1.0
-1026.846079569772,500.63199394041544,147.23388148346112,0.0
-26.753537448968046,70.5161484001312,9.355100426670417,1.0
-2147.516371534952,4020.1907642372457,580.4246404869027,0.0
584.2836443102967,-76.11137830907236,-31.73078779474855,1.0
2544.681095282154,-1945.750248155022,-386.08262429902294,1.0
-4264.186845918736,3614.893295865229,633.0970506111227,0.0
-73.81162624380502,-768.1702402627844,-27.729527684519365,1.0
-1041.2390911911787,1780.9956812451148,271.26432735721943,1.0
-762.8966957587141,1169.560224718821,251.79538417727386,0.0
-2486.38190627174,809.8832251785706,303.4130041001142,0.0
1864.021128399578,-3038.959101071219,-497.40205240870387,1.0
4155.852679400358,-3710.244753196385,-695.6269400288528,1.0
-1841.4123540162634,2578.378801842389,422.70201145176156,0.0
-5037.995124424521,3174.002605448883,680.1726515907519,0.0
-205.092104071686,803.4582835300487,157.14106368812833,0.0
1265.463384486079,531.6191714911024,-52.91943265981768,1.0
1134.2790878363653,-3231.244377325446,-374.49436898755664,0.0
-3183.879269354153,3835.646624708228,627.8617889462598,0.0
848.4711824043287,522.5207141690811,34.98209562521606,0.0
-3762.298905598306,2116.414872322998,497.3787764502185,0.0
5903.403601307844,-4645.801400235869,-900.7063368908657,1.0
-3539.2522302832813,1459.3059817692083,424.94384037567886,0.0
-1581.9596603973866,2626.4003258726552,372.90236251984663,0.0
675.9154637931541,-1323.5963932778766,-184.09356532912014,1.0
-1138.530269257284,2301.885710211931,402.32292639426635,0.0
2511.106714927793,-1731.169466052637,-320.0714027080613,1.0
-1111.1607163448741,880.0701513499703,115.2248942567715,0.0
2126.9153972933946,-1268.6265729569693,-227.96891503349374,1.0
430.2422113022572,215.7751242045792,-71.31173610322962,0.0
1165.7192385962276,-2076.760358852024,-275.4372087862652,1.0
-2141.336116405793,879.7013931891705,304.04608703913914,0.0
1305.4854512529264,-918.7068519269915,-168.88560923965252,0.0
-4182.456483149565,5764.272730856536,973.273888067017,0.0
-2406.287633699281,1999.2552693687198,384.6337030502996,0.0
-5869.085357904492,6884.35906219487,1048.7487350782378,0.0
-2001.479988579043,2175.041682700363,395.26144561783246,1.0
-1023.6981838397669,-193.22656291769877,47.59200275176863,1.0
261.5509134600012,-2378.8581978701905,-232.96815965084946,0.0
-153.52077496229697,-1015.9452396534398,-84.60615999253051,0.0
1173.7917234212712,602.0629957545522,-77.03294535024389,1.0
1251.9556967837727,-3380.187474344279,-438.5089283415548,1.0
-1374.3801648967112,800.2263253913266,198.57044807662146,0.0
95.10462866429667,-447.9809718953468,-16.687135286874966,1.0
6117.135658614523,-4769.7013537873745,-1055.3566740764568,1.0
-1059.023157786523,121.28607078734044,112.50482086804723,0.0
311.3500933504896,-1508.0494863865317,-176.25370363201196,0.0
-2859.337092804645,2647.7632732016787,528.2823760116605,1.0
-1782.0016185296586,-1328.3685507896516,-13.24084034589307,1.0
3964.436417083175,-2345.1594454262176,-495.26405912172976,1.0
-3465.766415672862,1899.354351448027,496.8281416961334,0.0
1987.8679906497964,-2491.1282491498455,-424.3838983496549,1.0
-603.6065723906495,-289.57504954261157,25.18375672700725,0.0
2144.297067300501,-1077.3311780268195,-264.67476455618976,0.0
-998.6609899517294,194.653071502582,101.33264716686746,0.0
-1505.1626689728218,-3.249772763063275,106.83591897565417,0.0
4117.286141522881,-2766.653063179232,-589.536067533524,1.0
1667.0421781672205,-1246.7119252531556,-242.34740381098823,1.0
2745.713846344938,-3546.3560606026545,-579.5486712939168,1.0
-189.47171058181243,977.4139773934902,165.6647991189768,0.0
795.5761072912849,-490.78140220060584,-111.36918283462819,0.0
-260.43946382716547,-1133.6056042348416,-143.9201562970665,0.0
884.9352030018835,-1514.016764740646,-246.85698547857913,0.0
-4045.6474863330927,2399.1018470989798,538.5869638714736,0.0
-2506.0606708834966,1586.809519159044,413.34544500913495,0.0
285.9217302834572,236.02081637209963,-66.9256320569713,1.0
1837.300795997707,-2426.092204099546,-382.9487148462354,1.0
-1241.2999248456085,701.5420869374218,190.65899018765134,0.0
-361.35198735076705,2174.01342895833,208.37629390419798,0.0
-2522.2970121548597,2909.7791729735486,463.5737742922068,0.0
1815.8511158060046,-3571.338877088864,-507.3683436677351,1.0
3208.3943866670197,-2281.942624564982,-435.86957444912133,1.0
-4101.239679156028,2766.6345893142116,604.9067123349816,0.0
1158.62260045953,-140.5994968256914,-43.204489642784644,1.0
1884.8097974660504,-2491.190744687083,-420.52023850975985,1.0
-300.8749649114672,384.18887586889673,100.05997614405955,0.0
7132.4970994760415,-4377.342678827895,-988.1768919578778,1.0
638.5408429022268,-1556.9195733735633,-196.7473270766098,1.0
-1710.297531470565,2585.7230234827375,450.1926660955041,0.0
1303.6707048054857,-783.5144120980359,-202.8033384240624,1.0
-1549.2035240000291,1891.4637686201847,315.5769906534535,0.0
-1113.4603690617678,1527.996230187686,247.5936305776237,1.0
2640.9468157337787,-1424.2114141266932,-349.45300134887026,1.0
741.1633064586715,-1936.4193194827517,-261.77079849491747,1.0
5073.744631494015,-2965.314431677826,-685.8268308583646,1.0
3700.1526720558227,-4090.9455071804414,-734.28881847909,1.0
-3247.768847263285,2169.76565727445,437.6282596604096,1.0
2534.859107576703,-3349.9321620415585,-476.15986463086347,1.0
-1148.2967140753885,904.580726493328,186.3069123119726,0.0
-519.2880480468806,-81.89909970980153,88.97903430697623,0.0
695.818514006379,-1759.982939863963,-211.0180007654617,1.0
1720.433649691964,609.1517940297151,-53.79227476370357,1.0
-4045.201206210332,4778.648572560315,833.2439117472333,0.0
5036.1799593513915,-3084.212521384299,-694.3142275633425,1.0
3830.3861131866865,-2639.498764280594,-639.5539461448207,1.0
-3611.9330069476746,3412.623294784266,597.2387318554046,0.0
1018.9367911503882,-2478.090854415979,-330.610713788142,0.0
-3259.955603331645,3649.8466577197223,628.5191911661469,0.0
-3833.4030561305535,3767.735996563826,634.1904471375385,0.0
-834.7656284360236,436.35887264767905,198.45105101931463,1.0
-2357.375502663372,799.6812753596222,222.01868978157913,0.0
-983.3418462662493,1975.3209062973551,273.4293678937611,1.0
-387.3609140799301,698.4649964613626,84.61798439117221,0.0
1151.1976841892492,-2089.447312355706,-291.17516197907804,1.0
2078.8726680919594,-3089.912323296637,-454.99556305077516,1.0
-3448.1172042426447,3093.313502568709,601.8079490577558,0.0
-268.6617970035114,-101.4413733990225,20.42600494635351,1.0
-2748.742820120699,3161.7489265684853,506.0919877347287,0.0
-1804.9743421655753,1749.433131843358,321.73675351284015,0.0
3431.380598131667,-3263.2122550970544,-590.3176978771295,1.0
-818.5973275686789,-631.7079017245878,8.758645930480782,0.0
2712.0329126186034,-1013.747399083784,-259.4059046754641,1.0
-2319.930536844149,1731.333913344345,374.2742288464923,0.0
930.7231137540853,-1875.364622317193,-196.57058510218866,1.0
3006.3592582679653,-1361.1622018496305,-390.66221821514216,1.0
-3166.5115657519327,3131.071023887691,535.8397557721946,0.0
2349.177217576136,-2216.1513291924575,-390.2550510616285,1.0
-2378.7417872936117,268.5626838856488,232.26012322880104,0.0
-100.29753414051746,154.09381280677772,14.639589931824416,0.0
-5253.779699466568,4708.4721356741475,817.462000793386,0.0
-1802.91512866038,2803.083718115248,468.7248854251435,0.0
-2304.698935100343,722.5468111538307,238.97925762240587,0.0
-433.6424755172259,-1162.0971795323023,-45.557503807473346,1.0
-1094.5520761673497,-541.9763995797371,-2.0140359640597674,0.0
-1306.6333535436652,-667.2241956571345,33.089131219460214,0.0
1141.9221651542312,-482.06665433983244,-140.36852866669693,0.0
-305.8113036376142,656.6427655138658,28.282491688383992,0.0
-18.85486232972712,-764.053714719329,-89.45498519827663,0.0
-2644.9837629901963,739.2739067257146,300.84312498443194,0.0
1538.6877295754925,611.2863662115471,-36.30027760430141,0.0
-852.4810290548476,960.7385889604873,136.4969785722946,0.0
-594.1141128803735,-887.9283613718867,2.7229169112108917,1.0
-1003.9294501855467,-188.15634175234788,7.067409500271642,0.0
1847.6621328603303,-2449.8247586835387,-385.0744957321867,1.0
-461.03809129589723,1318.496583939628,191.92256217004166,1.0
140.42181204999653,-1067.3385461154714,-89.06011376906767,0.0
-3158.262779962514,3378.1634616698375,613.7747382788774,0.0
-1072.1114092002638,-798.1732738411296,14.178521484565168,1.0
2371.7259823937916,-2587.7530877922945,-466.70088888361283,0.0
840.6274441018293,-3107.420242889907,-425.7377128714948,0.0
2995.1296451412636,-1599.2569587213914,-360.0416332678665,1.0
1468.930576740732,-2745.9514198536117,-377.27064555559116,1.0
1028.8568284603766,-2364.1807842234753,-313.5667176144609,1.0
13.491588243985824,1337.6966412013644,137.97547162399607,0.0
-4000.1388967417656,5154.46971734404,835.81348664701,0.0
3708.508237727904,-1694.3601134961702,-486.9213706669072,1.0
1179.5764805088393,2765.565437487287,118.37640037275693,0.0
-897.1126541577759,26.956092863356787,129.91841891612637,1.0
-1030.6858164707319,1468.3842119315364,261.3210697338751,1.0
-1617.1673853106947,2596.540179671887,351.59005636656286,1.0
-1957.4454768969322,1913.1479227302739,358.0188560234469,0.0
-812.1407170400176,337.24301076944766,60.9005426453761,1.0
-1424.7156487320926,1785.0793142777702,278.892914675459,1.0
3462.31376092717,-3233.2780031198713,-589.8852780938661,1.0
-1216.2573245444473,908.6039835914784,173.38703025595723,1.0
1268.098588677707,-1252.7191016500142,-200.96877314198215,1.0
3784.159459513255,-1375.1340040244186,-427.0945947717213,1.0
5535.644893223741,-5807.149564761165,-1086.6987269606204,1.0
-2395.537999079472,3274.27801989352,421.63793991040353,0.0
565.983240627109,-1802.3508650513552,-201.12790605403634,1.0
1733.045948064163,-901.8152738842234,-250.12949639139617,0.0
-2249.9209324353656,2683.2468936771957,446.5688663977032,0.0
-1440.8542297849779,273.411015525336,86.22558808713515,0.0
1565.6554682737428,-1409.732358227836,-247.87770655612405,1.0
1061.1600819970363,-383.716951551599,-105.09491471774867,0.0
-710.6053912867536,213.57312590429436,47.73911078934051,0.0
-2543.7994734964373,864.0768675570998,313.1096110820071,1.0
4784.074618123517,-2480.69400009081,-677.1360671488696,1.0
1791.386097900094,-211.598394043617,-161.33824041334424,0.0
422.7989906572948,-343.3450192520838,-36.83160157487463,1.0
-2824.9243566633177,2953.0197808296216,500.58290496362434,0.0
-2365.921717620825,1758.8744415228653,345.9002523069285,1.0
-156.7155118777075,-205.56047399263187,-3.0403493090475533,0.0
-1792.1299543748305,-757.3211630802974,55.46616426846867,0.0
-1049.4135205987707,-1295.3430430689725,-29.42590121974704,0.0
2348.2027753571347,-3550.249662486059,-592.089627573983,1.0
-1717.9546663728838,2772.9945836717316,433.3527172804261,1.0
-1117.782452969392,1922.4673936273757,260.82860487547015,1.0
-3384.69750784361,1571.4457603892024,383.79914598985357,0.0
-2381.6027964916475,2309.3867070573765,472.194074030883,0.0
-381.90647927318855,-231.9368857595204,-18.787287650653365,0.0
1354.1297111745205,-2100.943888081877,-335.45865150640105,1.0
1945.2030101103996,-2753.7061033280143,-422.62439359020095,1.0
-2751.989735286378,3146.3891603378306,576.7356257549928,0.0
1128.74463310446,-1100.8214834057956,-172.67835218491464,0.0
3334.492016134698,-3530.1075158372714,-647.1931458690725,1.0
-3245.526019862844,2216.77996093077,471.9673908316363,0.0
1924.7132415632736,-2093.0892699049264,-325.82427351948155,1.0
-1350.662278703777,1306.9449547670654,236.1214430655415,0.0
-3572.333819740216,1675.1821537079866,421.02058578272647,0.0
6294.296780462916,-4387.000343660166,-897.507183667867,1.0
-448.51648458731677,1481.3223619920864,193.90299213092908,0.0
-1244.8605472698164,1989.1591147408185,326.9978640436882,0.0
-633.0116150000964,1874.2104959912585,291.0917314059789,0.0
834.5304279876442,-1191.2347749596788,-175.08820322366657,1.0
471.4382700910221,-2894.0642426367126,-346.6589199241647,1.0
-477.37420941724207,1062.1923818072826,166.48707619466919,0.0
1180.5888059463512,-1836.7915071863067,-272.2955294771827,1.0
-1845.3196080467571,925.1931323039074,258.5853702095035,0.0
-1229.8051160055088,-800.4920565722153,-23.129695178596403,1.0
-1778.5912740796634,2683.1626956192204,466.1809757933155,0.0
-5655.400292369036,5128.850962778072,892.2765594668452,0.0
1605.9102892013536,-356.04735031927083,-200.51343147885348,1.0
1.4508518202507574,-1037.9886044305852,-57.62152029872478,1.0
-3314.524352615261,4286.079277875863,630.4411900621752,0.0
3799.061294222764,-2233.147616138656,-551.5344904163948,0.0
-3286.7410075948387,2232.8680596597405,480.64801641894377,0.0
-1491.3973588114413,25.01185519443807,91.63407873817731,0.0
-983.4639341061198,1868.6904290013242,269.64936038104423,1.0
-471.5365419541806,-2366.7376475532224,-221.64948929834068,1.0
-878.5116521218694,1039.7704313364748,117.5127752169494,1.0
-762.7582730846616,-1265.9113912076186,-54.44230010381231,0.0
4751.799617098647,-4225.398980580026,-872.7580324894602,1.0
3092.8971936854014,-2120.2772042297765,-459.23919960201584,1.0
754.6319165837722,980.5746339924134,26.519320541794176,0.0
1255.1868612584362,-2028.2234654896827,-308.09608785590035,1.0
-641.4338102439874,-2276.584203611447,-180.18726715076443,1.0
851.7106464541604,-1091.701688693139,-146.2425266594558,1.0
169.03404537804118,-1179.8345540476344,-116.59534496324522,1.0
4487.081670636098,-3533.038126594198,-671.4421206599952,1.0
-3447.380998712416,4724.473281777565,728.6729529560976,0.0
1433.5301022218775,-1292.9549291389253,-232.11497755213873,1.0
-2980.3966650071256,3859.8711162891636,570.7233915669763,1.0
-661.8661689862148,2548.3207031053157,360.74341192360106,0.0
1881.4099796598628,-1297.9785555298274,-239.7427993038461,1.0
-1998.1133307374935,1601.8585659179478,322.59998060054966,0.0
-403.8465685617471,-2297.356280147151,-191.41326434559085,1.0
554.1053935733279,1178.4605864169885,68.07902659783517,1.0
-495.6779621346116,-139.3635351381356,-24.78492540131393,1.0
2548.541540394329,1289.6393056686359,-117.09696034333109,1.0
1853.9325210939896,1001.3158768985099,-51.39135973411917,1.0
2925.6637227951833,-2589.4020690145676,-466.96125104798165,1.0
-1971.23265900615,4428.842039381803,583.4344871366233,0.0
-82.15314945099693,-23.350543062395236,-35.8388789961195,1.0
191.96572444021652,1898.4660226543617,176.61257774552644,0.0
-3844.9745383321424,1260.9324449676647,423.4786617677732,0.0
-984.9053927899527,-2536.290114239582,-197.70596349686897,1.0
-148.14069891413087,-2144.6514386798767,-235.7496412957573,1.0
-2785.3377517156987,1710.956759219755,434.26769201338504,1.0
-405.52228411798785,881.0056898684177,116.98216511198677,0.0
-90.75049657746284,-1227.1763424709661,-106.2406831304211,0.0
-811.4592135635196,483.53098529960397,127.30589961551213,0.0
5264.038463888093,-4203.487512724158,-833.8103194741535,1.0
3061.935917048021,-1835.7910780921889,-414.3211294501184,1.0
-2618.5720496932645,2640.178198716626,500.76882165349156,0.0
299.3318148414888,183.27281223052952,13.215050212950727,1.0
-2022.6998523431205,1200.8358301512487,251.3381418752448,0.0
729.8393401084287,-2356.8019382791786,-311.94153394973733,1.0
-1442.7860473301796,2799.7889549663223,362.72035330719257,0.0
2843.55951956878,-2909.4837084554038,-496.5833924534748,1.0
1456.845813729123,-664.6744740066259,-89.00948674967245,1.0
1873.3356718119503,-1212.2757772172433,-216.98322743236773,1.0
2969.7431022725264,-2227.4812886979166,-472.1645243931404,1.0
-414.31249476633326,4783.167421413061,477.8732915242762,0.0
897.7332476789259,-210.16252713504707,-187.38653055702784,0.0
-618.4757494798415,-953.870504976166,-57.44620411942466,1.0
4507.092771034414,-3794.2573070933577,-770.5825709526612,1.0
1663.6956835583865,-1362.3483661362252,-312.96607032085166,0.0
-1746.9808976289119,1735.5720478215917,355.4982261218943,1.0
2747.873261780896,-794.3554958993551,-271.73720506271974,1.0
-3482.774605240012,1503.5366475493022,438.1328520419564,0.0
-3133.2570967556685,2206.567127108509,444.5674103679129,0.0
-2816.38646676916,3616.559192734366,621.5102597938604,0.0
6363.860608198007,-5525.0491262685055,-1111.5919925283943,1.0
1978.3118155402326,-2647.7956972424054,-396.2737730155411,1.0
3427.3583115237366,-1680.3184241185697,-411.11840604336413,0.0
380.0465775204092,-1023.4117005120802,-153.63892651746045,1.0
-244.8736183934162,703.1148728996808,147.9579162803442,1.0
587.0414061562568,784.2530161967875,76.960924201561,0.0
1903.6533180086083,-2696.1317896982114,-419.86036980391265,1.0
3848.853506825545,-1775.0474143776476,-471.04366467897665,1.0
2127.9072017289473,-2184.4527202829477,-387.3886700496194,1.0
-816.2252421565769,514.7950151506022,82.25153488142266,1.0
-1496.1840629399505,2269.1620734208313,315.6188092654935,0.0
-1076.8278691940945,469.48856664733034,155.59844892560102,0.0
250.71969756244815,-1983.9147675251872,-261.6865199493548,1.0
1283.517614929687,-1065.839701106426,-190.3992596682553,0.0
-1649.5002588868438,1512.4484343661404,224.87784618045535,0.0
-1375.899696836702,2772.9754509340514,429.4053740040761,0.0
490.96279445628966,-1860.9570490796243,-190.4117345606125,1.0
1327.8244470596828,-2409.2093294854576,-365.13685907931176,0.0
3142.9130951008988,-2502.6459721154256,-462.54190139385713,1.0
247.59020817005734,-103.45205779502085,-129.63647685632657,0.0
170.40970729698807,12.302959909815684,51.09167227671757,1.0
1799.0232689410047,-1652.5268808571973,-248.46670377699658,1.0
-2538.7984227264114,567.0740682731804,201.51261047681035,0.0
1927.7760772632114,174.12618993564774,-109.56659656030986,1.0
4032.894220621468,-499.7494331520833,-470.6855035129781,1.0
-1144.2959456906672,-805.9969428815671,-22.89738219777859,1.0
